"language","license","rightsHolder","datasetID","institutionCode","accesRights","datasetName","taxonID","scientificName","kingdom","phylum","class","genus","specificEpithet","infraspecificEpithet","taxonRank"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:66861459facb31c56e1adf226a5e7c2c","Filago pyramidata","Plantae","Angiospermae",,"Filago","pyramidata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:88cca5d2211e8a7f87c310758255b316","Filipendula kamtschatica","Plantae","Angiospermae",,"Filipendula","kamtschatica",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:9675835113aa8e9e4709cee7b0be194f","Fimbristylis dichotoma","Plantae","Angiospermae",,"Fimbristylis","dichotoma",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:e9ebb87512147c6db49f726138b8ce9a","Flaveria bidentis","Plantae","Angiospermae",,"Flaveria","bidentis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:fc9e16bd94b85dabfaa6940ac55d0633","Foeniculum vulgare","Plantae","Angiospermae",,"Foeniculum","vulgare",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:424ad9c5fe1da6e92faf7904f9dcb517","Forsythia suspensa","Plantae","Angiospermae",,"Forsythia","suspensa",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:085c852b224766ecdaf7b6312ce57569","Forsythia viridissima","Plantae","Angiospermae",,"Forsythia","viridissima",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:2445843809b8e9a2e086ab6653642740","Forsythia x intermedia","Plantae","Angiospermae",,"Forsythia","intermedia",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:7a7d57b7ef5de39843a68f703f92e320","Fragaria moschata","Plantae","Angiospermae",,"Fragaria","moschata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:8e93d155f01b07e2a68fea8f970e01d4","Fragaria virginiana","Plantae","Angiospermae",,"Fragaria","virginiana",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:705088844008b6a8e7db8a35f47a3c9d","Fragaria x ananassa","Plantae","Angiospermae",,"Fragaria","ananassa",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:45e779961a29f08894070a9356a8b475","Frankenia pulverulenta","Plantae","Angiospermae",,"Frankenia","pulverulenta",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:f626f62478af2c818974dab37c1924d4","Fraxinus americana","Plantae","Angiospermae","Eudicotyledoneae","Fraxinus","americana",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:5689bc76003e79f43912c13276ab2b58","Fraxinus ornus","Plantae","Angiospermae","Eudicotyledoneae","Fraxinus","ornus",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:d3295c0a3744711926d573b4f1adb29c","Fraxinus pennsylvanica","Plantae","Angiospermae","Eudicotyledoneae","Fraxinus","pennsylvanica",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:ea08b29cce93d8e5d2b897c50771b485","Freesia alba","Plantae","Angiospermae",,"Freesia","alba",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:09a951dba922dfe73cdf3d0b4d88b422","Freesia refracta","Plantae","Angiospermae",,"Freesia","refracta",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:195b58b35cf25c323dd395175d4d6f69","Freesia x hybrida","Plantae","Angiospermae",,"Freesia","hybrida",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:78bb69407fd39155fe4449290949e7b8","Fritillaria imperialis","Plantae","Angiospermae",,"Fritillaria","imperialis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:b84caa60d35f9bbf7c0bb2aa45c6e3ad","Fuchsia magellanica","Plantae","Angiospermae",,"Fuchsia","magellanica",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:761b6c2b4bcbac4891ee4646b1fee16d","Fuchsia 'Corallina'","Plantae","Angiospermae",,"Fuchsia",,,"cultivar"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:31772d17d0d8853bfe9b5685b197a3a7","Fumaria agraria","Plantae","Angiospermae",,"Fumaria","agraria",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:a4b8057485d923f3ccd95ee70ecc3f01","Fumaria capreolata","Plantae","Angiospermae",,"Fumaria","capreolata",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:74720347009813bc68847c7f1e7ce58f","Fumaria densiflora","Plantae","Angiospermae",,"Fumaria","densiflora",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:1e824df861a8ec8395bc7cd02093c046","Fumaria densiflora x officinalis","Plantae","Angiospermae",,,,,"hybrid"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:ee82c9ec42da44f4316a153165978a08","Fumaria kralikii","Plantae","Angiospermae",,"Fumaria","kralikii",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:04ed919988cd56ce6f1901b52748f86c","Fumaria martinii","Plantae","Angiospermae",,"Fumaria","martinii",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:3a02a98d44d82e4823c30eeb1d6fb780","Fumaria muralis","Plantae","Angiospermae",,"Fumaria","muralis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:67864f2c744786dd25782a15cedb2df5","Fumaria officinalis","Plantae","Angiospermae",,"Fumaria","officinalis",,"species"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:10005ac182373df214ae035d99a3b370","Fumaria officinalis officinalis","Plantae","Angiospermae",,"Fumaria","officinalis","officinalis","infraspecies"
"en","http://creativecommons.org/publicdomain/zero/1.0/","University of Cambridge","https://doi.org/10.15468/focajn","University of Cambridge","http://www.inbo.be/en/norms-for-data-use","RINSE - Registry of non-native species in the Two Seas region countries (Great Britain, France, Belgium and the Netherlands)","rinse-checklist:taxon:af9ce6c11c3d31060f7ebf1b1a165659","Fumaria officinalis wirtgenii","Plantae","Angiospermae",,"Fumaria","officinalis","wirtgenii","infraspecies"
